,일련번호,의료기관명,병상수,소 재 지,개설주체_민간 또는공공,개설일자,전화번호,구,행정동명
1159,3082,백세튼튼한의원,0,"경상남도 창원시 마산회원구 내서읍 삼계6길 8, 2층 202호",민간,2016-06-27,055-714-7552,마산회원구,내서읍
1160,3083,여강한의원,0,"경상남도 창원시 마산합포구 합포로 120 (산호동, 파인플라자)",민간,2016-03-23,055-224-0675,마산합포구,산호동
1161,3084,청춘한의원,0,"경상남도 창원시 마산회원구 삼호로 80, 211동 2층 243.244호 (양덕동, 메트로시티2단지)",민간,2016-03-09,055-255-8778,마산회원구,
1162,3085,김동국한의원,0,"경상남도 창원시 마산합포구 합포로 29 (남성동, 제일빌딩)",민간,2015-10-12,055-247-4563,마산합포구,
1163,3086,봄봄한의원,0,"경상남도 창원시 마산회원구 율림교로 13 (양덕동, 메트로엠)",민간,2015-09-24,055-291-3737,마산회원구,
1164,3087,장군한의원,0,"경상남도 창원시 마산합포구 완월동5길 3, 2층 (장군동4가)",민간,2015-06-29,055-242-7538,마산합포구,완월동
1165,3088,다나한의원,0,"경상남도 창원시 마산회원구 3·15대로 761, 경동극장 (합성동)",민간,2014-12-02,055-294-9904,마산회원구,
1166,3089,단디한의원,0,경상남도 창원시 마산회원구 양덕북21길 2 (양덕동),민간,2014-07-28,055-221-2323,마산회원구,
1167,3090,경희홍한의원,0,"경상남도 창원시 마산합포구 현동4길 5, 2층 204호 (현동)",민간,2013-09-02,055-293-0035,마산합포구,현동
1168,3091,서울여성한의원,0,"경상남도 창원시 마산합포구 해안대로 392 (오동동, 나라한의원)",민간,2013-07-31,055-241-2900,마산합포구,오동동
1169,3092,자인한의원,0,경상남도 창원시 마산합포구 진동면 진동사동로 6,민간,2013-03-20,055-271-4733,마산합포구,진동면
1170,3093,본한의원,0,경상남도 창원시 마산회원구 내서읍 상곡로 22 (중앙상가),민간,2012-06-01,055-232-1737,마산회원구,내서읍
1171,3094,어시장한의원,0,경상남도 창원시 마산합포구 합포로 35 (남성동),민간,2012-05-01,055-246-1075,마산합포구,
1172,3095,선담한의원,0,경상남도 창원시 마산회원구 3·15대로 727 (합성동),민간,2011-07-21,055-296-3827,마산회원구,
1173,3096,만지한의원,0,경상남도 창원시 마산합포구 해안대로 25 (해운동),민간,2011-07-05,055-224-8100,마산합포구,
1174,3097,성은한의원,0,경상남도 창원시 마산합포구 교방시장2길 21 (교방동),민간,2011-05-02,055-241-5525,마산합포구,교방동
1175,3098,원자한의원,0,경상남도 창원시 마산회원구 구암서1길 43 (구암동),민간,2011-04-25,055-296-0155,마산회원구,
1176,3099,담 한의원,10,경상남도 창원시 마산합포구 합포로 33 (남성동),민간,2011-01-11,055-222-1075,마산합포구,
1177,3100,미즈아이구암한의원,0,"경상남도 창원시 마산회원구 3·15대로 954 (구암동, 동남프라자)",민간,2010-10-07,055-275-2075,마산회원구,
1178,3101,진동한의원,0,경상남도 창원시 마산합포구 진동면 삼진의거대로 644,민간,2010-06-08,055-271-6718,마산합포구,진동면
1179,3102,태초한의원,0,"경상남도 창원시 마산합포구 3·15대로 180 (중앙동2가, 뿌리주산학원)",민간,2009-12-31,055-223-7975,마산합포구,중앙동
1180,3103,해담한의원,0,"경상남도 창원시 마산회원구 용마로 130, 5층 1호 (양덕동)",민간,2009-09-08,055-222-8800,마산회원구,
1181,3104,원한의원,0,경상남도 창원시 마산합포구 합포로 38-1 (남성동),민간,2009-04-21,055-243-8275,마산합포구,
1182,3105,다산한의원,0,"경상남도 창원시 마산회원구 3·15대로 645 (석전동, 예일메디컬센터)",민간,2009-03-02,055-297-1240,마산회원구,석전동
1183,3106,창생한의원,0,"경상남도 창원시 마산합포구 산호북17길 48 (산호동, 창생한방병원)",민간,2009-02-02,055-241-8388,마산합포구,산호동
1184,3107,이기태한의원,0,"경상남도 창원시 마산회원구 3·15대로 679-1 (석전동, 동마산한의원)",민간,2008-10-23,055-252-9124,마산회원구,석전동
1185,3108,유앤미한의원,0,"경상남도 창원시 마산회원구 3·15대로 727 (합성동, 매디칼센타)",민간,2008-03-28,055-252-0602,마산회원구,
1186,3109,인제한의원,0,"경상남도 창원시 마산합포구 3·15대로 162 (중앙동2가, 삼일정풍병원)",민간,2008-03-03,055-241-1075,마산합포구,중앙동
1187,3110,편안한의원,0,"경상남도 창원시 마산회원구 내서읍 삼계로 2, 삼계웰빙프라자빌딩 3층",민간,2007-12-10,055-232-7545,마산회원구,내서읍
1188,3111,청담한의원,0,경상남도 창원시 마산회원구 북성로 321 (회성동),민간,2007-11-20,055-601-1075,마산회원구,회성동
1189,3112,참사랑한의원,0,"경상남도 창원시 마산합포구 월영동4길 1, 참사랑한의원 2층 (해운동)",민간,2007-05-07,055-242-1075,마산합포구,월영동
1190,3113,건강만세한의원,0,경상남도 창원시 마산합포구 월영동로 5 (해운동),민간,2006-08-29,055-247-9780,마산합포구,월영동
1191,3114,신명한의원,0,경상남도 창원시 마산회원구 양덕서8길 9 (석전동),민간,2006-05-01,055-293-7582,마산회원구,석전동
1192,3115,공삼일구아이한의원,0,"경상남도 창원시 마산회원구 삼호로 56 (양덕동, 삼성홈플러스)",민간,2006-01-17,055-246-0319,마산회원구,
1193,3116,혜인당한의원,0,"경상남도 창원시 마산합포구 3·15대로 219-4, 1층 (중앙동3가)",민간,2005-12-01,055-223-6300,마산합포구,중앙동
1194,3117,명성부부한의원,0,경상남도 창원시 마산회원구 내서읍 호원로 361-2 (코오롱하늘채1차아파트),민간,2005-06-14,055-295-1675,마산회원구,내서읍
1195,3118,명수한의원,0,"경상남도 창원시 마산회원구 회원남1길 49 (회원동, 삼성메르빌)",민간,2005-02-04,055-224-1075,마산회원구,
1196,3119,태양한의원,0,"경상남도 창원시 마산회원구 팔용로 270 (구암동, 인애원복지재단)",민간,2004-08-20,055-255-8602,마산회원구,
1197,3120,자연고려한의원,0,경상남도 창원시 마산합포구 진동면 신서촌로 55,민간,2004-07-23,055-255-7455,마산합포구,진동면
1198,3121,김도환한의원,0,"경상남도 창원시 마산회원구 팔용로 75 (합성동, 김도환한의원)",민간,2004-04-09,055-295-1075,마산회원구,
1199,3122,송림한의원,0,"경상남도 창원시 마산회원구 봉양로 5, 2층 (양덕동)",민간,2003-12-02,055-243-7579,마산회원구,
1200,3123,숲속마을한의원,0,경상남도 창원시 마산회원구 내서읍 숲속로 20-1,민간,2003-09-26,055-232-0107,마산회원구,내서읍
1201,3124,몸사랑한의원,0,경상남도 창원시 마산회원구 내서읍 삼계4길 30 (오마이치킨),민간,2003-07-15,055-231-3939,마산회원구,내서읍
1202,3125,장수한의원,0,"경상남도 창원시 마산회원구 회원동서로 34, 동화빌딩 (회원동)",민간,2002-07-25,055-248-1997,마산회원구,
1203,3126,현대한의원,0,경상남도 창원시 마산회원구 내서읍 호원로 226,민간,2002-05-17,055-261-7510,마산회원구,내서읍
1204,3127,동림한의원,0,경상남도 창원시 마산회원구 3·15대로 785 (합성동),민간,2002-04-29,055-292-0700,마산회원구,
1205,3128,김영빈한의원,0,경상남도 창원시 마산합포구 3·15대로 156 (중앙동2가),민간,2002-04-19,055-221-1075,마산합포구,중앙동
1206,3129,지산한의원,0,"경상남도 창원시 마산합포구 몽고정길 47 (부림동, 마산남성신용협동조합)",민간,2002-04-10,055-224-7582,마산합포구,
1207,3130,제강한의원,0,경상남도 창원시 마산합포구 어시장4길 46 (남성동),민간,2002-03-27,055-222-8851,마산합포구,
1208,3131,송한의원,0,경상남도 창원시 마산합포구 3·15대로 259 (중앙동3가),민간,2002-02-22,055-245-4536,마산합포구,중앙동
1209,3132,굿모닝한의원,0,"경상남도 창원시 마산합포구 합포로 86-1 (오동동, 중앙신경외과의원)",민간,2001-05-04,055-221-8575,마산합포구,오동동
1210,3133,광해한의원,0,경상남도 창원시 마산회원구 내서읍 삼계4길 9 (홍삼나라),민간,2001-03-10,055-252-1075,마산회원구,내서읍
1211,3134,윤솔한의원,0,"경상남도 창원시 마산회원구 3·15대로 775, 5층 (합성동)",민간,2001-01-27,055-221-0886,마산회원구,
1212,3135,피브로한의원,0,"경상남도 창원시 마산합포구 해안대로 15 (해운동, 파라다이스빌딩)",민간,2000-10-19,055-224-5075,마산합포구,
1213,3136,본초당한의원,0,"경상남도 창원시 마산합포구 불종거리로 10 (동성동, 죽포빌딩)",민간,1999-06-09,055-246-5063,마산합포구,
1214,3137,양지한의원,0,경상남도 창원시 마산합포구 자산남로 35 (자산동),민간,1999-02-24,055-252-1782,마산합포구,자산동
1215,3138,신마산박한의원,0,"경상남도 창원시 마산합포구 월영남로 42 (월영동, 대동아파트)",민간,1998-08-24,055-245-7799,마산합포구,월영동
1216,3139,손한의원,0,"경상남도 창원시 마산합포구 합포로 30, 2층 (남성동)",민간,1998-02-27,055-242-8339,마산합포구,
1217,3140,바로서한의원,0,"경상남도 창원시 마산회원구 북성로 106 (회원동, 환금프라자)",민간,1997-04-11,055-246-0606,마산회원구,
1218,3141,임동진한의원,0,"경상남도 창원시 마산회원구 북성로 118 (회원동, 한효프라자 빌딩)",민간,1997-01-07,055-248-7600,마산회원구,
1219,3142,허성배한의원,0,"경상남도 창원시 마산합포구 가포로 12 (해운동, 선진상가)",민간,1996-09-15,055-222-8688,마산합포구,
1220,3143,서일교한의원,0,경상남도 창원시 마산합포구 합포로 130 (산호동),민간,1996-05-01,055-232-4633,마산합포구,산호동
1221,3144,오창록한의원,0,경상남도 창원시 마산합포구 월영남로 7 (해운동),민간,1995-09-21,055-244-5438,마산합포구,
1222,3145,소리청대남한의원,0,"경상남도 창원시 마산합포구 완월동16길 9 (장군동5가, 대남한의원)",민간,1995-06-29,055-221-4567,마산합포구,완월동
1223,3146,강림한의원,0,"경상남도 창원시 마산회원구 양덕로 156 (양덕동, 강림한의원)",민간,1994-12-07,055-253-1597,마산회원구,
1224,3147,세원한의원,0,"경상남도 창원시 마산합포구 월영동16길 8, 2층 202호 (해운동)",민간,1994-07-05,055-241-9463,마산합포구,월영동
1225,3148,일성한의원,0,"경상남도 창원시 마산회원구 3·15대로 823 (합성동, 일성한의원)",민간,1994-04-15,055-256-0075,마산회원구,
1226,3149,이병직한의원,0,"경상남도 창원시 마산합포구 산호동로 1 (산호동, 신한PLUS)",민간,1992-04-01,055-244-6776,마산합포구,산호동
1227,3150,권한의원,0,경상남도 창원시 마산회원구 내서읍 호계본동로 17 (코오롱그랜드쇼핑),민간,1992-02-24,055-231-9702,마산회원구,내서읍
1228,3151,감로한의원,0,경상남도 창원시 마산회원구 내서읍 상곡로 46,민간,1991-12-24,055-231-3010,마산회원구,내서읍
1229,3152,우리한의원,0,"경상남도 창원시 마산합포구 3·15대로 87 (월남동1가, 우리한의원)",민간,1991-10-08,055-222-1212,마산합포구,
1230,3153,생명장한의원,0,"경상남도 창원시 마산회원구 양덕로 162 (양덕동, 생명장한의원)",민간,1991-04-08,055-293-1256,마산회원구,
1231,3154,학산한의원,0,경상남도 창원시 마산회원구 양덕로 140 (양덕동),민간,1990-08-06,055-297-5212,마산회원구,
1232,3155,소담한의원,0,경상남도 창원시 마산합포구 북성로 90 (상남동),민간,1989-05-09,055-245-3023,마산합포구,상남동
1233,3156,윤한의원,0,"경상남도 창원시 마산합포구 용마로 88 (산호동, 윤한의원)",민간,1989-04-22,055-223-5678,마산합포구,산호동
1234,3157,자산한의원,0,"경상남도 창원시 마산합포구 자산삼거리로 18 (자산동, 자산한의원)",민간,1989-03-09,055-246-9793,마산합포구,자산동
1235,3158,고려당한의원,0,"경상남도 창원시 마산합포구 산호북1길 17, 2층 203.204호 (산호동, 삼성타운)",민간,1988-09-19,055-247-5599,마산합포구,산호동
1236,3159,국제한의원,0,"경상남도 창원시 마산회원구 석전동6길 49 (석전동, 서광빌라)",민간,1987-05-04,055-255-1411,마산회원구,석전동
1237,3160,인수한의원,0,경상남도 창원시 마산합포구 진동면 서촌길 2 (포구정인수한의원),민간,1987-03-17,055-271-2043,마산합포구,진동면
1238,3161,해바라기한의원,0,"경상남도 창원시 마산회원구 3·15대로 805 (합성동, 황성우산부인과)",민간,1987-01-24,055-295-5057,마산회원구,
1239,3162,세제한의원,0,"경상남도 창원시 마산회원구 양덕로 130 (양덕동, 세제한의원)",민간,1986-06-17,055-296-2588,마산회원구,
1240,3163,청송한의원,0,경상남도 창원시 마산합포구 월영동북로 10 (해운동),민간,1985-02-19,055-243-0060,마산합포구,월영동
1241,3164,의성한의원,0,"경상남도 창원시 마산회원구 석전남8길 66, 2층 (석전동)",민간,1984-10-17,055-255-5583,마산회원구,석전동
1242,3165,박창원한의원,0,"경상남도 창원시 마산회원구 회원동1길 15-1 (회원동, 박창원한의원)",민간,1983-06-17,055-242-5539,마산회원구,
1243,3166,세강당한의원,0,경상남도 창원시 마산합포구 합포로 66 (동성동),민간,1983-06-17,055-246-2506,마산합포구,
1244,3167,영남한의원,0,"경상남도 창원시 마산회원구 합성서7길 14 (합성동, 영남한의원)",민간,1982-05-14,055-255-0570,마산회원구,
1245,3168,서울한의원,0,"경상남도 창원시 마산합포구 해안대로 392 (오동동, 나라한의원)",민간,1973-06-14,055-242-1616,마산합포구,오동동
1246,3169,남일한의원,0,"경상남도 창원시 마산합포구 완월동7길 29 (장군동4가, 남일한의원)",민간,1971-10-26,055-245-9966,마산합포구,완월동
1247,3170,구세한의원,0,"경상남도 창원시 마산합포구 오동서6길 43 (중성동, 구세한의원)",민간,1971-01-30,055-246-8835,마산합포구,
1248,3171,신항편안한한의원,0,"경상남도 창원시 진해구 신항4로 58, 오송스퀘어",민간,2020-07-22,055-551-8890,진해구,
1249,3172,서울부부한의원,0,"경상남도 창원시 진해구 진해대로776번길 28, 진해농협종합회관(하나로마트) 1층 (석동)",민간,2019-04-19,055-544-7510,진해구,석동
1250,3173,박사한의원,0,"경상남도 창원시 진해구 충장로 134, 3층 (충무동)",민간,2018-08-27,055-547-5575,진해구,충무동
1251,3174,남문한의원,0,"경상남도 창원시 진해구 남영로 48, 일등프라자 3층 301호 (남문동)",민간,2018-07-02,055-545-8575,진해구,
1252,3175,자은한의원,0,"경상남도 창원시 진해구 장복대로 141, 정우엠타워 3층 304호 (자은동)",민간,2018-02-23,055-243-7572,진해구,자은동
1253,3176,김승현한의원,0,"경상남도 창원시 진해구 충장로657번길 20, 203호 (장천동, 현대빌딩)",민간,2016-12-27,055-552-1075,진해구,
1254,3177,해인한의원,0,"경상남도 창원시 진해구 냉천로 83, 305호 (석동, 석동메티칼빌딩)",민간,2016-02-01,055-542-9985,진해구,석동
1255,3178,혜민한의원,0,"경상남도 창원시 진해구 병암로45번길 13-18, 지하1층 (경화동, 경화 보람 아름채 CITY)",민간,2015-04-08,055-547-7555,진해구,경화동
